"timestamp";"station_id";"station_name";"station_province";"altitude";"mean_temperature";"min_temperature";"max_temperature";"mean_relative_humidity";"min_relative_humidity";"max_relative_humidity";"precipitation";"mean_wind_direction";"mean_wind_speed";"global_solar_radiation";"geometry";"CodiEscola"
2024-06-19;"X1";"Falset";"Tarragona";359;23;16.7;31.7;70;27;100;0;NA;NA;27.5;c(0.81953, 41.15374);"3"
2024-06-19;"YJ";"Lleida - la Femosa";"Lleida";170;24,3;16.2;31.6;57;29;89;0;NA;NA;21.3;c(0.64172, 41.58462);"1"
2024-06-19;"YP";"Palafrugell";"Girona";36;20,9;15.2;25.7;90;65;100;0,4;NA;NA;15.3;c(3.16034, 41.90708);"5"
2024-06-20;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;18,8;16.5;21.7;95;80;100;9,4;NA;NA;11.3;c(2.12379, 41.41864);"4"
2024-06-20;"WU";"Badalona - Museu";"Barcelona";42;21,5;19.6;23.1;81;71;95;11,4;NA;NA;10.6;c(2.24757, 41.45215);"2"
2024-06-20;"X1";"Falset";"Tarragona";359;19;14.2;23.5;88;64;100;11,9;NA;NA;13.7;c(0.81953, 41.15374);"3"
2024-06-20;"YJ";"Lleida - la Femosa";"Lleida";170;20,1;14.2;26.8;79;47;98;8,9;NA;NA;9.4;c(0.64172, 41.58462);"1"
2024-06-20;"YP";"Palafrugell";"Girona";36;20,4;16.6;23.4;89;70;100;8;NA;NA;10;c(3.16034, 41.90708);"5"
2024-06-21;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;20,1;16.1;26;74;44;100;0;NA;NA;30.6;c(2.12379, 41.41864);"4"
2024-06-21;"WU";"Badalona - Museu";"Barcelona";42;21,8;18.3;25.4;69;43;84;0;NA;NA;30.9;c(2.24757, 41.45215);"2"
2024-06-21;"X1";"Falset";"Tarragona";359;20,4;13.1;27.9;62;30;100;0;NA;NA;27.9;c(0.81953, 41.15374);"3"
2024-06-21;"YJ";"Lleida - la Femosa";"Lleida";170;20,9;13.6;28.7;62;30;97;0;NA;NA;30.9;c(0.64172, 41.58462);"1"
2024-06-21;"YP";"Palafrugell";"Girona";36;20,5;16.1;24.8;82;61;100;0;NA;NA;21.2;c(3.16034, 41.90708);"5"
2024-06-22;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;20,4;17.4;25.2;87;53;100;0;NA;NA;19.1;c(2.12379, 41.41864);"4"
2024-06-22;"WU";"Badalona - Museu";"Barcelona";42;22;19.9;24.1;80;68;87;0,2;NA;NA;23.4;c(2.24757, 41.45215);"2"
2024-06-22;"X1";"Falset";"Tarragona";359;22,4;15.3;30.8;49;27;77;0;NA;NA;25.7;c(0.81953, 41.15374);"3"
2024-06-22;"YJ";"Lleida - la Femosa";"Lleida";170;21,8;13.5;30.1;52;29;82;0;NA;NA;21.5;c(0.64172, 41.58462);"1"
2024-06-22;"YP";"Palafrugell";"Girona";36;20,1;14.6;25.2;80;60;100;0;NA;NA;21.4;c(3.16034, 41.90708);"5"
2024-06-23;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;17,8;15.5;22.1;89;69;100;0,7;NA;NA;12.6;c(2.12379, 41.41864);"4"
2024-06-23;"WU";"Badalona - Museu";"Barcelona";42;20,3;17.3;22;77;69;90;3,1;NA;NA;18.1;c(2.24757, 41.45215);"2"
2024-06-23;"X1";"Falset";"Tarragona";359;20,4;15.1;28;65;35;91;0;NA;NA;27.3;c(0.81953, 41.15374);"3"
2024-06-23;"YJ";"Lleida - la Femosa";"Lleida";170;22,6;13.8;31.9;53;26;77;0;NA;NA;30.9;c(0.64172, 41.58462);"1"
2024-06-23;"YP";"Palafrugell";"Girona";36;21,1;17.1;26.6;63;42;88;0;NA;NA;20;c(3.16034, 41.90708);"5"
2024-06-24;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;20,4;17.4;26.1;74;44;99;0;NA;NA;21;c(2.12379, 41.41864);"4"
2024-06-24;"WU";"Badalona - Museu";"Barcelona";42;22,7;20.6;25.4;67;52;78;0;NA;NA;19;c(2.24757, 41.45215);"2"
2024-06-24;"X1";"Falset";"Tarragona";359;21,6;16.3;29.2;70;31;97;0;NA;NA;27.1;c(0.81953, 41.15374);"3"
2024-06-24;"YJ";"Lleida - la Femosa";"Lleida";170;23,3;16.3;30.9;58;30;83;0;NA;NA;31.2;c(0.64172, 41.58462);"1"
2024-06-24;"YP";"Palafrugell";"Girona";36;22,5;15.6;27.8;58;34;91;0;NA;NA;30.1;c(3.16034, 41.90708);"5"
2024-06-25;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;21,7;18.4;26.6;72;53;94;0;NA;NA;30.2;c(2.12379, 41.41864);"4"
2024-06-25;"WU";"Badalona - Museu";"Barcelona";42;23,7;20.9;26.9;69;52;82;0;NA;NA;29.6;c(2.24757, 41.45215);"2"
2024-06-25;"X1";"Falset";"Tarragona";359;22,2;16.9;27.6;72;51;93;0;NA;NA;29.9;c(0.81953, 41.15374);"3"
2024-06-25;"YJ";"Lleida - la Femosa";"Lleida";170;25,1;17;33.5;57;33;89;0;NA;NA;29.5;c(0.64172, 41.58462);"1"
2024-06-25;"YP";"Palafrugell";"Girona";36;22,4;13.8;28.4;76;50;100;0;NA;NA;28.6;c(3.16034, 41.90708);"5"
2024-06-26;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;22,4;17.8;29;75;46;100;0;NA;NA;29.6;c(2.12379, 41.41864);"4"
2024-06-26;"WU";"Badalona - Museu";"Barcelona";42;23,2;20.7;25.4;75;56;83;0;NA;NA;29.9;c(2.24757, 41.45215);"2"
2024-06-26;"X1";"Falset";"Tarragona";359;22,9;18.8;28.3;68;44;95;0;NA;NA;28.1;c(0.81953, 41.15374);"3"
2024-06-26;"YJ";"Lleida - la Femosa";"Lleida";170;25,5;15.6;35.6;54;31;91;0;NA;NA;27.7;c(0.64172, 41.58462);"1"
2024-06-26;"YP";"Palafrugell";"Girona";36;23,4;19.8;27.6;78;54;93;0;NA;NA;28.3;c(3.16034, 41.90708);"5"
2024-06-27;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;24,6;20.8;28.8;53;45;72;0;NA;NA;26;c(2.12379, 41.41864);"4"
2024-06-27;"WU";"Badalona - Museu";"Barcelona";42;23,9;21.1;26;66;45;88;0;NA;NA;26.2;c(2.24757, 41.45215);"2"
2024-06-27;"X1";"Falset";"Tarragona";359;24,4;18.2;29.6;46;32;68;0;NA;NA;26.1;c(0.81953, 41.15374);"3"
2024-06-27;"YJ";"Lleida - la Femosa";"Lleida";170;26,3;16.8;37.1;47;21;80;0;NA;NA;25.9;c(0.64172, 41.58462);"1"
2024-06-27;"YP";"Palafrugell";"Girona";36;23;16.1;28.3;69;42;97;0;NA;NA;25.2;c(3.16034, 41.90708);"5"
2024-06-28;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;24,7;20.1;30.5;56;40;97;0;NA;NA;27.4;c(2.12379, 41.41864);"4"
2024-06-28;"WU";"Badalona - Museu";"Barcelona";42;24,5;21.8;27.1;63;45;82;0;NA;NA;27.5;c(2.24757, 41.45215);"2"
2024-06-28;"X1";"Falset";"Tarragona";359;24,6;19.5;28.6;49;31;94;0;NA;NA;28;c(0.81953, 41.15374);"3"
2024-06-28;"YJ";"Lleida - la Femosa";"Lleida";170;26,2;16.1;34.7;44;24;78;0;NA;NA;27.5;c(0.64172, 41.58462);"1"
2024-06-28;"YP";"Palafrugell";"Girona";36;24,1;16;30.5;65;37;98;0;NA;NA;26.3;c(3.16034, 41.90708);"5"
2024-06-29;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;21,7;15.9;26.8;79;53;100;1,8;NA;NA;18.8;c(2.12379, 41.41864);"4"
2024-06-29;"WU";"Badalona - Museu";"Barcelona";42;24,2;18.3;28.2;68;48;91;0,6;NA;NA;19.3;c(2.24757, 41.45215);"2"
2024-06-29;"X1";"Falset";"Tarragona";359;22,9;17.8;28.3;68;39;100;3,4;NA;NA;17.8;c(0.81953, 41.15374);"3"
2024-06-29;"YJ";"Lleida - la Femosa";"Lleida";170;24,1;19.1;28.7;59;40;92;0,2;NA;NA;20.2;c(0.64172, 41.58462);"1"
2024-06-29;"YP";"Palafrugell";"Girona";36;23,5;19.8;27.9;78;49;98;0,5;NA;NA;19.5;c(3.16034, 41.90708);"5"
2024-06-30;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;21;18.8;25.6;86;63;100;0;NA;NA;18.9;c(2.12379, 41.41864);"4"
2024-06-30;"WU";"Badalona - Museu";"Barcelona";42;22,5;21.8;24.4;78;69;82;0;NA;NA;23.4;c(2.24757, 41.45215);"2"
2024-06-30;"X1";"Falset";"Tarragona";359;22,2;17.8;26.5;75;57;100;0,8;NA;NA;25.4;c(0.81953, 41.15374);"3"
2024-06-30;"YJ";"Lleida - la Femosa";"Lleida";170;24,6;19;31.8;60;37;92;0,8;NA;NA;20.2;c(0.64172, 41.58462);"1"
2024-06-30;"YP";"Palafrugell";"Girona";36;21,2;15.5;26.2;77;53;100;0;NA;NA;28.2;c(3.16034, 41.90708);"5"
2024-07-01;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;19,2;16.2;23;89;71;100;11,7;NA;NA;9.3;c(2.12379, 41.41864);"4"
2024-07-01;"WU";"Badalona - Museu";"Barcelona";42;22;18.6;25;77;60;93;11,5;NA;NA;9.7;c(2.24757, 41.45215);"2"
2024-07-01;"X1";"Falset";"Tarragona";359;20,2;13.8;27.9;75;37;100;14,8;NA;NA;19.7;c(0.81953, 41.15374);"3"
2024-07-01;"YJ";"Lleida - la Femosa";"Lleida";170;22,3;16.5;30.3;65;32;96;0;NA;NA;22.6;c(0.64172, 41.58462);"1"
2024-07-01;"YP";"Palafrugell";"Girona";36;22,1;16.9;27.2;70;50;97;0;NA;NA;16;c(3.16034, 41.90708);"5"
2024-07-02;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;20,1;16.8;24.5;80;55;100;0;NA;NA;20.6;c(2.12379, 41.41864);"4"
2024-07-02;"WU";"Badalona - Museu";"Barcelona";42;21,8;18.9;24.5;74;54;84;0;NA;NA;28.3;c(2.24757, 41.45215);"2"
2024-07-02;"X1";"Falset";"Tarragona";359;21,9;16.3;29.7;54;31;80;0;NA;NA;28.8;c(0.81953, 41.15374);"3"
2024-07-02;"YJ";"Lleida - la Femosa";"Lleida";170;22,8;15.8;31.5;53;30;82;0;NA;NA;29.7;c(0.64172, 41.58462);"1"
2024-07-02;"YP";"Palafrugell";"Girona";36;22,8;18.5;28.4;56;39;76;0;NA;NA;27.7;c(3.16034, 41.90708);"5"
2024-07-03;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;20;17.3;24;87;56;100;0;NA;NA;18.7;c(2.12379, 41.41864);"4"
2024-07-03;"WU";"Badalona - Museu";"Barcelona";42;22,2;20.8;23.5;75;64;82;0;NA;NA;26.6;c(2.24757, 41.45215);"2"
2024-07-03;"X1";"Falset";"Tarragona";359;21,9;14.6;32.9;46;11;74;0;NA;NA;29;c(0.81953, 41.15374);"3"
2024-07-03;"YJ";"Lleida - la Femosa";"Lleida";170;23,1;14.8;33.5;39;11;73;0;NA;NA;27.4;c(0.64172, 41.58462);"1"
2024-07-03;"YP";"Palafrugell";"Girona";36;21,8;16.5;27.1;63;42;98;0;NA;NA;22.7;c(3.16034, 41.90708);"5"
2024-07-04;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;21,1;17.3;26.2;84;56;100;0;NA;NA;22.4;c(2.12379, 41.41864);"4"
2024-07-04;"WU";"Badalona - Museu";"Barcelona";42;22,6;19.8;24.9;77;65;85;0;NA;NA;29.9;c(2.24757, 41.45215);"2"
2024-07-04;"X1";"Falset";"Tarragona";359;23,4;16.7;31.9;41;25;66;0;NA;NA;30.9;c(0.81953, 41.15374);"3"
2024-07-04;"YJ";"Lleida - la Femosa";"Lleida";170;24,9;14.7;34;38;23;68;0;NA;NA;30.7;c(0.64172, 41.58462);"1"
2024-07-04;"YP";"Palafrugell";"Girona";36;22,1;14.2;28.1;73;42;100;0;NA;NA;29.4;c(3.16034, 41.90708);"5"
2024-07-05;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;22,7;18.2;28.9;74;44;100;0;NA;NA;30.3;c(2.12379, 41.41864);"4"
2024-07-05;"WU";"Badalona - Museu";"Barcelona";42;23,9;21.1;26.6;73;54;86;0;NA;NA;30.1;c(2.24757, 41.45215);"2"
2024-07-05;"X1";"Falset";"Tarragona";359;23,2;17.5;28.4;63;43;93;0,1;NA;NA;29.8;c(0.81953, 41.15374);"3"
2024-07-05;"YJ";"Lleida - la Femosa";"Lleida";170;26,1;16.3;35.7;51;24;94;9,8;NA;NA;29.1;c(0.64172, 41.58462);"1"
2024-07-05;"YP";"Palafrugell";"Girona";36;23;14.4;28.1;77;50;100;0;NA;NA;29.6;c(3.16034, 41.90708);"5"
2024-07-06;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;22,9;19.3;28.7;75;45;100;0,2;NA;NA;22.9;c(2.12379, 41.41864);"4"
2024-07-06;"WU";"Badalona - Museu";"Barcelona";42;24,1;23;26.5;75;67;82;0;NA;NA;24.6;c(2.24757, 41.45215);"2"
2024-07-06;"X1";"Falset";"Tarragona";359;22,6;18.3;28.6;74;45;100;1,7;NA;NA;22.4;c(0.81953, 41.15374);"3"
2024-07-06;"YJ";"Lleida - la Femosa";"Lleida";170;23,7;18.6;33.2;71;37;95;6,6;NA;NA;22.3;c(0.64172, 41.58462);"1"
2024-07-06;"YP";"Palafrugell";"Girona";36;22,9;19.9;27;81;63;100;0,6;NA;NA;16.5;c(3.16034, 41.90708);"5"
2024-07-07;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;21,3;17.6;27.5;79;53;100;0;NA;NA;23.3;c(2.12379, 41.41864);"4"
2024-07-07;"WU";"Badalona - Museu";"Barcelona";42;23,1;21.5;25.6;74;56;84;0;NA;NA;22.7;c(2.24757, 41.45215);"2"
2024-07-07;"X1";"Falset";"Tarragona";359;20,3;15.9;29;69;42;92;0;NA;NA;20.5;c(0.81953, 41.15374);"3"
2024-07-07;"YJ";"Lleida - la Femosa";"Lleida";170;21,6;15.1;29.2;64;42;86;0;NA;NA;26.4;c(0.64172, 41.58462);"1"
2024-07-07;"YP";"Palafrugell";"Girona";36;22,2;17;27.6;64;43;92;0;NA;NA;28.9;c(3.16034, 41.90708);"5"
2024-07-08;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;22,8;18.6;28.8;79;56;100;0;NA;NA;28.7;c(2.12379, 41.41864);"4"
2024-07-08;"WU";"Badalona - Museu";"Barcelona";42;23,8;20.8;26.1;77;65;86;0;NA;NA;29.6;c(2.24757, 41.45215);"2"
2024-07-08;"X1";"Falset";"Tarragona";359;22,7;19;27.4;80;60;95;0;NA;NA;22.7;c(0.81953, 41.15374);"3"
2024-07-08;"YJ";"Lleida - la Femosa";"Lleida";170;25,1;18;33.4;63;39;90;0;NA;NA;27.8;c(0.64172, 41.58462);"1"
2024-07-08;"YP";"Palafrugell";"Girona";36;22,9;14.8;28.2;79;58;100;0;NA;NA;28.6;c(3.16034, 41.90708);"5"
2024-07-09;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;24,1;19.5;30.6;66;39;100;0;NA;NA;29.7;c(2.12379, 41.41864);"4"
2024-07-09;"WU";"Badalona - Museu";"Barcelona";42;24,6;22.1;27.2;73;55;82;0;NA;NA;29.4;c(2.24757, 41.45215);"2"
2024-07-09;"X1";"Falset";"Tarragona";359;23,9;20;29.3;73;46;96;0;NA;NA;26.5;c(0.81953, 41.15374);"3"
2024-07-09;"YJ";"Lleida - la Femosa";"Lleida";170;26,7;18.7;36.2;55;26;91;0;NA;NA;27.3;c(0.64172, 41.58462);"1"
2024-07-09;"YP";"Palafrugell";"Girona";36;24,8;20.7;29.4;76;53;94;0;NA;NA;28.6;c(3.16034, 41.90708);"5"
2024-07-10;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;25,3;21.8;30.8;67;54;100;0;NA;NA;29.7;c(2.12379, 41.41864);"4"
2024-07-10;"WU";"Badalona - Museu";"Barcelona";42;25,3;22.8;27.4;73;53;90;0;NA;NA;29.5;c(2.24757, 41.45215);"2"
2024-07-10;"X1";"Falset";"Tarragona";359;26,9;19.2;36;65;27;99;0;NA;NA;29.5;c(0.81953, 41.15374);"3"
2024-07-10;"YJ";"Lleida - la Femosa";"Lleida";170;27,8;18.3;36.3;55;26;87;0;NA;NA;29.8;c(0.64172, 41.58462);"1"
2024-07-10;"YP";"Palafrugell";"Girona";36;24,5;17.7;29.3;80;59;100;0;NA;NA;28.6;c(3.16034, 41.90708);"5"
2024-07-11;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;26,5;21.2;33.5;68;39;100;0;NA;NA;29.6;c(2.12379, 41.41864);"4"
2024-07-11;"WU";"Badalona - Museu";"Barcelona";42;25,8;23.4;28.2;80;64;91;0;NA;NA;29.4;c(2.24757, 41.45215);"2"
2024-07-11;"X1";"Falset";"Tarragona";359;26;19.5;31.4;65;35;100;0;NA;NA;29.6;c(0.81953, 41.15374);"3"
2024-07-11;"YJ";"Lleida - la Femosa";"Lleida";170;29,8;22;38.5;50;24;83;0;NA;NA;29.2;c(0.64172, 41.58462);"1"
2024-07-11;"YP";"Palafrugell";"Girona";36;25,9;18.6;31.8;77;50;100;0;NA;NA;28.8;c(3.16034, 41.90708);"5"
2024-07-12;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;24,2;20.6;29.8;75;39;100;0;NA;NA;17.9;c(2.12379, 41.41864);"4"
2024-07-12;"WU";"Badalona - Museu";"Barcelona";42;25,3;23.7;27.2;79;67;87;0;NA;NA;25.6;c(2.24757, 41.45215);"2"
2024-07-12;"X1";"Falset";"Tarragona";359;25,4;20.5;34.9;65;25;98;0;NA;NA;30;c(0.81953, 41.15374);"3"
2024-07-12;"YJ";"Lleida - la Femosa";"Lleida";170;26,6;20.9;33.3;49;25;88;0;NA;NA;30.2;c(0.64172, 41.58462);"1"
2024-07-12;"YP";"Palafrugell";"Girona";36;25,3;21.5;30.9;63;44;97;0;NA;NA;18.6;c(3.16034, 41.90708);"5"
2024-07-13;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;21,3;18.6;27.1;84;55;100;1,7;NA;NA;19;c(2.12379, 41.41864);"4"
2024-07-13;"WU";"Badalona - Museu";"Barcelona";42;23,3;21.4;24.3;71;63;81;0,3;NA;NA;21.6;c(2.24757, 41.45215);"2"
2024-07-13;"X1";"Falset";"Tarragona";359;21,5;19.1;25;65;45;91;0;NA;NA;12.8;c(0.81953, 41.15374);"3"
2024-07-13;"YJ";"Lleida - la Femosa";"Lleida";170;23,8;17.9;30.8;53;37;79;0;NA;NA;25;c(0.64172, 41.58462);"1"
2024-07-13;"YP";"Palafrugell";"Girona";36;21,8;16.7;26.4;58;40;83;0;NA;NA;26.4;c(3.16034, 41.90708);"5"
2024-07-14;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;23,1;19;28.8;78;58;98;0;NA;NA;27.7;c(2.12379, 41.41864);"4"
2024-07-14;"WU";"Badalona - Museu";"Barcelona";42;24,8;21.1;27.8;74;60;83;0;NA;NA;29.1;c(2.24757, 41.45215);"2"
2024-07-14;"X1";"Falset";"Tarragona";359;24,5;20.8;30.7;76;50;91;0;NA;NA;26.2;c(0.81953, 41.15374);"3"
2024-07-14;"YJ";"Lleida - la Femosa";"Lleida";170;27;19.9;36.3;58;28;83;0;NA;NA;28.9;c(0.64172, 41.58462);"1"
2024-07-14;"YP";"Palafrugell";"Girona";36;24,2;16.6;28.9;76;54;97;0;NA;NA;28.6;c(3.16034, 41.90708);"5"
2024-07-15;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;24;20.3;30.1;87;58;100;0;NA;NA;23.7;c(2.12379, 41.41864);"4"
2024-07-15;"WU";"Badalona - Museu";"Barcelona";42;25,2;22.9;27.5;82;71;91;0;NA;NA;27.6;c(2.24757, 41.45215);"2"
2024-07-15;"X1";"Falset";"Tarragona";359;26,6;21.1;33.1;68;43;99;0;NA;NA;29.5;c(0.81953, 41.15374);"3"
2024-07-15;"YJ";"Lleida - la Femosa";"Lleida";170;28,2;18.9;37;53;20;89;0;NA;NA;25.9;c(0.64172, 41.58462);"1"
2024-07-15;"YP";"Palafrugell";"Girona";36;24,9;20.3;29;84;61;100;0;NA;NA;26.5;c(3.16034, 41.90708);"5"
2024-07-16;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;24,1;21.1;30.5;75;46;100;0;NA;NA;26;c(2.12379, 41.41864);"4"
2024-07-16;"WU";"Badalona - Museu";"Barcelona";42;25;24;26.7;76;57;90;0;NA;NA;28.5;c(2.24757, 41.45215);"2"
2024-07-16;"X1";"Falset";"Tarragona";359;25;21.8;31.9;69;32;97;0;NA;NA;28.7;c(0.81953, 41.15374);"3"
2024-07-16;"YJ";"Lleida - la Femosa";"Lleida";170;27,1;21;34.6;53;25;88;0;NA;NA;29.6;c(0.64172, 41.58462);"1"
2024-07-16;"YP";"Palafrugell";"Girona";36;26;18.2;32;60;39;100;0;NA;NA;26.9;c(3.16034, 41.90708);"5"
2024-07-17;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;24,4;20.7;29.7;61;50;77;0;NA;NA;28.6;c(2.12379, 41.41864);"4"
2024-07-17;"WU";"Badalona - Museu";"Barcelona";42;25,1;22.3;27.2;65;56;72;0;NA;NA;28.5;c(2.24757, 41.45215);"2"
2024-07-17;"X1";"Falset";"Tarragona";359;24,7;19.6;30.2;59;40;87;0;NA;NA;28.1;c(0.81953, 41.15374);"3"
2024-07-17;"YJ";"Lleida - la Femosa";"Lleida";170;26,8;19.4;35.4;57;31;90;0;NA;NA;28.3;c(0.64172, 41.58462);"1"
2024-07-17;"YP";"Palafrugell";"Girona";36;25,4;20.2;30.8;53;36;83;0;NA;NA;28.2;c(3.16034, 41.90708);"5"
2024-07-18;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;26,4;22;31.8;53;35;95;0;NA;NA;29;c(2.12379, 41.41864);"4"
2024-07-18;"WU";"Badalona - Museu";"Barcelona";42;25,9;22.9;28.1;69;49;81;0;NA;NA;28.7;c(2.24757, 41.45215);"2"
2024-07-18;"X1";"Falset";"Tarragona";359;26,9;20.9;31.9;53;34;76;0;NA;NA;27.6;c(0.81953, 41.15374);"3"
2024-07-18;"YJ";"Lleida - la Femosa";"Lleida";170;28,5;18.1;38.2;50;29;88;0;NA;NA;28.2;c(0.64172, 41.58462);"1"
2024-07-18;"YP";"Palafrugell";"Girona";36;25,4;16.4;31.8;72;46;97;0;NA;NA;28;c(3.16034, 41.90708);"5"
2024-07-19;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;27,2;22.1;33.6;54;23;98;0;NA;NA;27.3;c(2.12379, 41.41864);"4"
2024-07-19;"WU";"Badalona - Museu";"Barcelona";42;26,6;24.8;29.5;75;52;88;0;NA;NA;27;c(2.24757, 41.45215);"2"
2024-07-19;"X1";"Falset";"Tarragona";359;29,5;23;38.5;42;21;55;0,1;NA;NA;27.5;c(0.81953, 41.15374);"3"
2024-07-19;"YJ";"Lleida - la Femosa";"Lleida";170;30,8;21.7;39.8;43;17;71;0;NA;NA;28.2;c(0.64172, 41.58462);"1"
2024-07-19;"YP";"Palafrugell";"Girona";36;26,4;21.2;31.7;73;45;97;0,2;NA;NA;24.1;c(3.16034, 41.90708);"5"
2024-07-20;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;26,6;22.2;32.1;58;25;100;0;NA;NA;28;c(2.12379, 41.41864);"4"
2024-07-20;"WU";"Badalona - Museu";"Barcelona";42;26,6;24;29.3;73;46;84;0;NA;NA;27.5;c(2.24757, 41.45215);"2"
2024-07-20;"X1";"Falset";"Tarragona";359;27,8;22.4;34;55;34;90;0;NA;NA;27.1;c(0.81953, 41.15374);"3"
2024-07-20;"YJ";"Lleida - la Femosa";"Lleida";170;30,4;21.8;40;43;16;70;0;NA;NA;28;c(0.64172, 41.58462);"1"
2024-07-20;"YP";"Palafrugell";"Girona";36;26,2;17.4;33.7;72;27;100;0;NA;NA;27.5;c(3.16034, 41.90708);"5"
2024-07-21;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;23;19.9;28.2;81;32;100;20,7;NA;NA;21.5;c(2.12379, 41.41864);"4"
2024-07-21;"WU";"Badalona - Museu";"Barcelona";42;24,8;22;26.5;75;63;95;7,9;NA;NA;21.1;c(2.24757, 41.45215);"2"
2024-07-21;"X1";"Falset";"Tarragona";359;23,7;16.8;29.2;49;24;99;0;NA;NA;30;c(0.81953, 41.15374);"3"
2024-07-21;"YJ";"Lleida - la Femosa";"Lleida";170;24,9;18.1;30.6;45;25;75;0;NA;NA;29.9;c(0.64172, 41.58462);"1"
2024-07-21;"YP";"Palafrugell";"Girona";36;23,6;16.1;29.3;58;32;100;6,2;NA;NA;16.6;c(3.16034, 41.90708);"5"
2024-07-22;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;23,8;17.4;30.9;53;34;89;0;NA;NA;30.2;c(2.12379, 41.41864);"4"
2024-07-22;"WU";"Badalona - Museu";"Barcelona";42;24,9;20.4;28.8;59;35;78;0;NA;NA;29.9;c(2.24757, 41.45215);"2"
2024-07-22;"X1";"Falset";"Tarragona";359;23,7;14.3;33.5;42;17;72;0;NA;NA;30;c(0.81953, 41.15374);"3"
2024-07-22;"YJ";"Lleida - la Femosa";"Lleida";170;23,4;14.1;32.7;48;25;76;0;NA;NA;29.8;c(0.64172, 41.58462);"1"
2024-07-22;"YP";"Palafrugell";"Girona";36;23,9;15.5;30.4;63;36;97;0;NA;NA;28.9;c(3.16034, 41.90708);"5"
2024-07-23;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;25,5;20.9;30.3;61;52;84;0;NA;NA;29.5;c(2.12379, 41.41864);"4"
2024-07-23;"WU";"Badalona - Museu";"Barcelona";42;25,5;21.9;28.2;72;60;82;0;NA;NA;29.2;c(2.24757, 41.45215);"2"
2024-07-23;"X1";"Falset";"Tarragona";359;27,4;19.8;38.2;46;19;63;0;NA;NA;29.4;c(0.81953, 41.15374);"3"
2024-07-23;"YJ";"Lleida - la Femosa";"Lleida";170;27,5;16.8;37.4;48;22;79;0;NA;NA;29.3;c(0.64172, 41.58462);"1"
2024-07-23;"YP";"Palafrugell";"Girona";36;25,4;18.7;30.3;65;44;95;0;NA;NA;28.7;c(3.16034, 41.90708);"5"
2024-07-24;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;26,2;22.7;30.8;59;40;77;0;NA;NA;29.3;c(2.12379, 41.41864);"4"
2024-07-24;"WU";"Badalona - Museu";"Barcelona";42;26,2;24.4;28.4;71;55;84;0;NA;NA;29.2;c(2.24757, 41.45215);"2"
2024-07-24;"X1";"Falset";"Tarragona";359;27;20.2;37;61;22;93;0;NA;NA;28.6;c(0.81953, 41.15374);"3"
2024-07-24;"YJ";"Lleida - la Femosa";"Lleida";170;29;19.3;38.7;51;22;85;0;NA;NA;28.6;c(0.64172, 41.58462);"1"
2024-07-24;"YP";"Palafrugell";"Girona";36;26,9;20.8;31.4;64;45;92;0;NA;NA;27.4;c(3.16034, 41.90708);"5"
2024-07-25;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;25,2;21.8;30.3;64;47;95;0;NA;NA;28.5;c(2.12379, 41.41864);"4"
2024-07-25;"WU";"Badalona - Museu";"Barcelona";42;26;23.5;28;72;52;82;0;NA;NA;28.5;c(2.24757, 41.45215);"2"
2024-07-25;"X1";"Falset";"Tarragona";359;25,9;20.2;33.3;66;33;94;0;NA;NA;27.9;c(0.81953, 41.15374);"3"
